home_team,away_team,tournament,is_neutral,year,month,home_roll_goals_for_5,home_roll_goals_against_5,away_roll_goals_for_5,away_roll_goals_against_5,home_roll_unique_scorers_5,away_roll_unique_scorers_5,home_roll_penalty_goals_5,away_roll_penalty_goals_5,home_result
Equatorial Guinea,Liberia,FIFA World Cup qualification,0,2025,10,1.0,1.8,1.4,1.6,2.0,1.6,0.0,0.2,Draw
São Tomé and Príncipe,Malawi,FIFA World Cup qualification,1,2025,10,0.6,3.2,1.4,1.2,1.0,0.0,0.4,0.0,Win
Tunisia,Namibia,FIFA World Cup qualification,0,2025,10,2.4,0.4,1.4,1.2,2.2,0.0,0.4,0.0,Win
Northern Ireland,Germany,FIFA World Cup qualification,0,2025,10,1.6,1.2,1.6,1.4,0.0,2.4,0.0,0.4,Loss
Slovakia,Luxembourg,FIFA World Cup qualification,0,2025,10,0.8,1.4,0.2,1.8,1.6,0.0,0.0,0.0,Win
Slovenia,Switzerland,FIFA World Cup qualification,0,2025,10,1.0,1.2,3.4,0.4,0.0,0.0,0.0,0.0,Draw
Sweden,Kosovo,FIFA World Cup qualification,0,2025,10,1.6,1.8,2.2,1.6,0.0,1.8,0.0,0.0,Loss
Iceland,France,FIFA World Cup qualification,0,2025,10,2.4,1.8,2.6,1.2,1.8,2.6,0.0,0.4,Draw
Ukraine,Azerbaijan,FIFA World Cup qualification,1,2025,10,2.0,2.2,0.4,2.2,2.2,1.2,0.0,0.4,Win
Wales,Belgium,FIFA World Cup qualification,0,2025,10,1.4,1.6,3.4,0.8,2.2,3.2,0.2,0.4,Loss
North Macedonia,Kazakhstan,FIFA World Cup qualification,0,2025,10,1.6,0.6,1.0,2.4,2.2,1.8,0.0,0.4,Draw
Honduras,Haiti,FIFA World Cup qualification,0,2025,10,0.6,0.4,1.6,1.2,1.8,0.0,0.0,0.0,Win
Costa Rica,Nicaragua,FIFA World Cup qualification,0,2025,10,1.2,1.2,0.4,1.8,2.2,2.4,0.8,0.2,Win
Albania,Jordan,Friendly,0,2025,10,0.8,0.2,1.2,0.4,0.0,0.0,0.0,0.0,Win
Japan,Brazil,Kirin Cup,0,2025,10,1.6,1.0,1.8,0.2,0.0,0.0,0.0,0.0,Win
Iran,Tanzania,Friendly,1,2025,10,1.6,1.0,0.2,1.0,0.0,0.0,0.0,0.0,Win
Canada,Colombia,Friendly,1,2025,10,1.4,0.4,2.8,0.8,0.0,0.0,0.0,0.0,Draw
South Korea,Paraguay,Friendly,0,2025,10,2.0,1.4,1.0,0.6,0.0,0.0,0.0,0.0,Win
Mexico,Ecuador,Friendly,0,2025,10,1.0,1.4,0.4,0.2,0.0,0.0,0.0,0.0,Draw
Norway,New Zealand,Friendly,0,2025,10,4.2,0.2,0.6,1.4,0.0,0.0,0.0,0.0,Draw
Puerto Rico,Argentina,Friendly,1,2025,10,1.0,1.4,1.2,0.4,0.0,0.0,0.0,0.0,Loss
Russia,Bolivia,Friendly,0,2025,10,2.2,0.8,0.8,1.0,0.0,0.0,0.0,0.0,Win
United States,Australia,Friendly,0,2025,10,1.2,1.2,1.6,0.4,0.0,0.0,0.0,0.0,Win
Qatar,United Arab Emirates,FIFA World Cup qualification,0,2025,10,1.0,2.2,1.4,0.6,2.0,1.8,0.0,0.4,Win
Saudi Arabia,Iraq,FIFA World Cup qualification,0,2025,10,1.4,1.4,1.0,0.6,0.0,0.0,0.0,0.0,Draw
Senegal,Mauritania,FIFA World Cup qualification,0,2025,10,2.8,0.8,0.6,0.4,2.4,0.0,0.2,0.0,Win
DR Congo,Sudan,FIFA World Cup qualification,0,2025,10,2.2,1.0,0.2,0.8,1.8,0.0,0.0,0.0,Win
Nigeria,Benin,FIFA World Cup qualification,0,2025,10,1.4,1.0,1.2,0.6,1.2,0.0,0.2,0.0,Win
South Africa,Rwanda,FIFA World Cup qualification,0,2025,10,1.2,0.2,0.2,1.2,1.8,0.0,0.0,0.0,Win
Morocco,Congo,FIFA World Cup qualification,0,2025,10,2.2,0.0,1.0,1.8,2.8,0.0,0.2,0.0,Win
Seychelles,Gambia,FIFA World Cup qualification,1,2025,10,0.0,4.8,2.2,1.4,0.0,2.2,0.0,0.2,Loss
Ivory Coast,Kenya,FIFA World Cup qualification,0,2025,10,1.6,0.2,1.8,0.8,2.2,0.0,0.2,0.0,Win
Gabon,Burundi,FIFA World Cup qualification,0,2025,10,2.6,1.4,0.2,0.8,1.8,0.0,0.2,0.0,Win
Algeria,Uganda,FIFA World Cup qualification,0,2025,10,2.2,1.0,1.6,0.8,2.2,1.6,0.0,0.2,Win
Guinea,Botswana,FIFA World Cup qualification,1,2025,10,1.0,0.4,0.8,1.8,1.6,1.6,0.2,0.2,Draw
Somalia,Mozambique,FIFA World Cup qualification,1,2025,10,0.0,2.0,0.8,2.6,0.0,1.4,0.0,0.2,Loss
Spain,Bulgaria,FIFA World Cup qualification,0,2025,10,3.6,1.2,0.6,3.6,2.8,0.0,0.2,0.0,Win
Turkey,Georgia,FIFA World Cup qualification,0,2025,10,2.2,2.2,1.4,1.2,2.8,2.6,0.2,0.0,Win
Portugal,Hungary,FIFA World Cup qualification,0,2025,10,2.6,1.0,1.6,1.6,2.2,1.4,0.2,0.2,Draw
Republic of Ireland,Armenia,FIFA World Cup qualification,0,2025,10,0.8,1.2,1.2,3.0,1.6,0.0,0.0,0.0,Win
Estonia,Moldova,FIFA World Cup qualification,0,2025,10,0.4,2.4,0.4,4.2,1.8,1.6,0.0,0.2,Draw
Italy,Israel,FIFA World Cup qualification,0,2025,10,3.0,1.6,2.4,2.2,3.0,0.0,0.2,0.0,Win
Andorra,Serbia,FIFA World Cup qualification,0,2025,10,0.4,1.6,0.8,1.2,1.2,1.2,0.0,0.2,Loss
Latvia,England,FIFA World Cup qualification,0,2025,10,0.6,1.0,2.4,0.6,0.0,2.6,0.0,0.2,Loss
Maldives,Tajikistan,AFC Asian Cup qualification,0,2025,10,1.0,1.4,1.4,1.6,0.0,0.0,0.0,0.0,Loss
Philippines,Timor-Leste,AFC Asian Cup qualification,0,2025,10,2.6,1.6,0.6,2.2,0.0,0.0,0.0,0.0,Win
Bhutan,Lebanon,AFC Asian Cup qualification,1,2025,10,0.4,1.2,0.8,0.6,0.0,0.0,0.0,0.0,Loss
Yemen,Brunei,AFC Asian Cup qualification,1,2025,10,1.2,0.8,0.6,2.2,0.0,0.0,0.0,0.0,Win
India,Singapore,AFC Asian Cup qualification,0,2025,10,0.8,0.8,1.6,1.2,0.0,0.0,0.0,0.0,Loss
Hong Kong,Bangladesh,AFC Asian Cup qualification,0,2025,10,2.8,1.0,1.2,1.2,0.0,0.0,0.0,0.0,Draw
Taiwan,Thailand,AFC Asian Cup qualification,0,2025,10,0.6,3.0,1.6,0.8,0.0,0.0,0.0,0.0,Loss
Turkmenistan,Sri Lanka,AFC Asian Cup qualification,0,2025,10,1.2,1.2,1.2,1.0,0.0,0.0,0.0,0.0,Win
Myanmar,Syria,AFC Asian Cup qualification,0,2025,10,1.0,2.4,2.2,1.2,0.0,0.0,0.0,0.0,Loss
Afghanistan,Pakistan,AFC Asian Cup qualification,1,2025,10,0.4,1.6,0.0,1.8,0.0,0.0,0.0,0.0,Draw
Vietnam,Nepal,AFC Asian Cup qualification,0,2025,10,2.6,1.6,0.4,1.4,0.0,0.0,0.0,0.0,Win
Malaysia,Laos,AFC Asian Cup qualification,0,2025,10,2.0,0.8,1.0,2.8,0.0,0.0,0.0,0.0,Win
Panama,Suriname,FIFA World Cup qualification,0,2025,10,1.4,0.6,0.6,0.8,1.2,1.6,0.4,0.2,Draw
El Salvador,Guatemala,FIFA World Cup qualification,0,2025,10,0.4,1.4,0.8,1.2,0.0,1.4,0.0,0.2,Loss
Curaçao,Trinidad and Tobago,FIFA World Cup qualification,0,2025,10,1.4,1.0,1.0,0.8,2.2,2.2,0.0,0.2,Draw
Jamaica,Bermuda,FIFA World Cup qualification,0,2025,10,1.8,1.4,1.8,2.2,2.2,0.0,0.0,0.0,Win
Tunisia,Mauritania,Friendly,0,2025,11,2.6,0.4,0.4,0.8,0.0,0.0,0.0,0.0,Draw
Russia,Peru,Friendly,0,2025,11,2.6,0.6,0.2,1.2,0.0,0.0,0.0,0.0,Draw
Cuba,Saint Lucia,CONCACAF Series,1,2025,11,0.4,2.4,0.6,3.4,0.0,0.0,0.0,0.0,Win
Dominican Republic,Saint Vincent and the Grenadines,CONCACAF Series,0,2025,11,0.6,1.8,3.2,0.6,0.0,0.0,0.0,0.0,Win
Dominica,Saint Martin,CONCACAF Series,1,2025,11,0.6,1.0,1.6,2.4,0.0,0.0,0.0,0.0,Loss
Saint Kitts and Nevis,Sint Maarten,CONCACAF Series,0,2025,11,2.2,2.6,1.0,3.6,0.0,0.0,0.0,0.0,Draw
Barbados,Bonaire,CONCACAF Series,1,2025,11,1.0,1.6,0.4,2.2,0.0,0.0,0.0,0.0,Win
Antigua and Barbuda,Aruba,CONCACAF Series,0,2025,11,0.2,2.0,0.8,2.6,0.0,0.0,0.0,0.0,Draw
Bahamas,Anguilla,CONCACAF Series,1,2025,11,1.4,4.8,0.6,3.4,0.0,0.0,0.0,0.0,Loss
Cayman Islands,British Virgin Islands,CONCACAF Series,0,2025,11,0.2,2.8,0.4,2.0,0.0,0.0,0.0,0.0,Loss
Algeria,Zimbabwe,Friendly,1,2025,11,2.2,1.2,0.2,0.8,0.0,0.0,0.0,0.0,Win
Bangladesh,Nepal,Friendly,0,2025,11,1.4,1.4,0.4,1.2,0.0,0.0,0.0,0.0,Draw
Canada,Ecuador,Friendly,0,2025,11,1.0,0.4,0.6,0.4,0.0,0.0,0.0,0.0,Draw
Czech Republic,San Marino,Friendly,0,2025,11,1.0,1.6,0.2,5.4,0.0,0.0,0.0,0.0,Win
Hong Kong,Cambodia,Friendly,0,2025,11,3.0,1.2,1.4,2.0,0.0,0.0,0.0,0.0,Draw
Lithuania,Israel,Friendly,0,2025,11,0.8,2.6,1.8,2.6,0.0,0.0,0.0,0.0,Draw
North Macedonia,Latvia,Friendly,0,2025,11,1.6,0.6,0.6,2.0,0.0,0.0,0.0,0.0,Draw
Thailand,Singapore,Friendly,0,2025,11,2.4,1.0,1.4,1.2,0.0,0.0,0.0,0.0,Win
United Arab Emirates,Iraq,FIFA World Cup qualification,0,2025,11,1.6,1.0,1.0,0.2,1.6,1.2,0.4,0.0,Draw
Cameroon,DR Congo,FIFA World Cup qualification,1,2025,11,1.2,0.4,2.2,1.0,0.0,1.8,0.0,0.0,Loss
Nigeria,Gabon,FIFA World Cup qualification,1,2025,11,1.8,0.6,2.4,0.6,1.4,1.6,0.2,0.2,Win
France,Ukraine,FIFA World Cup qualification,0,2025,11,2.2,0.6,2.0,1.6,2.2,0.0,0.2,0.0,Win
Azerbaijan,Iceland,FIFA World Cup qualification,0,2025,11,0.6,2.6,2.2,2.0,0.0,2.0,0.0,0.0,Loss
Republic of Ireland,Portugal,FIFA World Cup qualification,0,2025,11,0.8,1.0,2.6,1.2,1.6,0.0,0.0,0.0,Win
Armenia,Hungary,FIFA World Cup qualification,0,2025,11,0.8,2.2,2.0,1.6,0.0,1.6,0.0,0.0,Loss
Norway,Estonia,FIFA World Cup qualification,0,2025,11,3.8,0.4,0.4,2.0,3.0,1.4,0.2,0.0,Win
Moldova,Italy,FIFA World Cup qualification,0,2025,11,0.6,4.0,3.6,1.0,0.0,3.0,0.0,0.2,Loss
England,Serbia,FIFA World Cup qualification,0,2025,11,3.2,0.6,1.4,1.4,3.0,0.0,0.4,0.0,Win
Andorra,Albania,FIFA World Cup qualification,0,2025,11,0.6,2.0,1.6,0.6,0.0,1.2,0.0,0.4,Loss
Iran,Cape Verde,Al Ain International Cup,1,2025,11,1.6,1.0,2.0,0.8,0.0,0.0,0.0,0.0,Draw
Papua New Guinea,Solomon Islands,MSG Prime Minister's Cup,0,2025,11,2.0,1.8,2.2,2.2,0.0,0.0,0.0,0.0,Win
Suriname,El Salvador,FIFA World Cup qualification,0,2025,11,0.8,0.6,0.4,1.2,1.6,0.0,0.2,0.0,Win
Guatemala,Panama,FIFA World Cup qualification,0,2025,11,0.8,1.0,0.8,0.6,1.0,1.2,0.0,0.4,Loss
Bermuda,Curaçao,FIFA World Cup qualification,0,2025,11,0.8,3.0,1.4,1.0,0.0,1.4,0.0,0.0,Loss
Trinidad and Tobago,Jamaica,FIFA World Cup qualification,0,2025,11,1.0,0.8,2.2,1.2,1.4,2.6,0.0,0.0,Draw
Haiti,Costa Rica,FIFA World Cup qualification,1,2025,11,1.4,1.6,2.0,1.4,1.4,0.0,0.0,0.0,Win
Nicaragua,Honduras,FIFA World Cup qualification,0,2025,11,0.4,2.6,1.0,0.2,2.0,0.0,0.2,0.0,Win
Angola,Argentina,Friendly,0,2025,11,1.2,1.2,2.2,0.4,0.0,0.0,0.0,0.0,Loss
Australia,Venezuela,Friendly,1,2025,11,1.6,0.8,1.0,2.4,0.0,0.0,0.0,0.0,Loss
South Korea,Bolivia,Friendly,0,2025,11,2.0,1.4,0.8,1.2,0.0,0.0,0.0,0.0,Win
Morocco,Mozambique,Friendly,0,2025,11,2.0,0.0,0.8,1.6,0.0,0.0,0.0,0.0,Win
Oman,Sudan,Friendly,0,2025,11,0.6,1.2,0.2,1.0,0.0,0.0,0.0,0.0,Win
Comoros,Namibia,Friendly,0,2025,11,1.0,2.0,1.2,1.8,0.0,0.0,0.0,0.0,Win
Uganda,Chad,Friendly,1,2025,11,1.8,0.6,1.0,2.2,0.0,0.0,0.0,0.0,Win
Burkina Faso,Niger,Friendly,1,2025,11,2.4,0.2,1.2,1.4,0.0,0.0,0.0,0.0,Win
Japan,Ghana,Kirin Cup,0,2025,11,2.2,1.2,2.4,0.2,0.0,0.0,0.0,0.0,Win
Saudi Arabia,Ivory Coast,Friendly,0,2025,11,1.2,1.2,2.2,0.0,0.0,0.0,0.0,0.0,Win
Tunisia,Jordan,Friendly,0,2025,11,2.8,0.2,1.0,1.2,0.0,0.0,0.0,0.0,Win
Luxembourg,Germany,FIFA World Cup qualification,0,2025,11,0.2,2.0,1.6,1.0,0.0,2.2,0.0,0.4,Loss
Slovakia,Northern Ireland,FIFA World Cup qualification,0,2025,11,1.0,0.6,1.4,1.0,1.4,0.0,0.0,0.0,Win
Finland,Malta,FIFA World Cup qualification,0,2025,11,1.0,2.0,1.0,3.6,0.0,1.0,0.0,0.2,Loss
Poland,Netherlands,FIFA World Cup qualification,0,2025,11,1.6,0.8,4.0,0.6,1.6,3.2,0.0,0.8,Draw
Croatia,Faroe Islands,FIFA World Cup qualification,0,2025,11,2.6,0.2,1.8,0.6,3.4,1.8,0.4,0.2,Win
Gibraltar,Montenegro,FIFA World Cup qualification,0,2025,11,0.2,1.8,0.8,2.6,1.2,1.4,0.2,0.0,Loss
Uzbekistan,Egypt,Al Ain International Cup,1,2025,11,1.6,0.8,1.4,0.0,0.0,0.0,0.0,0.0,Win
Russia,Chile,Friendly,0,2025,11,2.0,0.6,0.4,1.4,0.0,0.0,0.0,0.0,Loss
Libya,Mauritania,Friendly,0,2025,11,1.4,1.2,0.6,1.0,0.0,0.0,0.0,0.0,Win
Kuwait,Tanzania,Friendly,1,2025,11,0.4,2.2,0.2,1.0,0.0,0.0,0.0,0.0,Win
Lesotho,Malawi,Friendly,1,2025,11,0.6,2.0,1.4,1.2,0.0,0.0,0.0,0.0,Draw
Guinea,Liberia,Friendly,1,2025,11,1.4,0.8,1.6,1.6,0.0,0.0,0.0,0.0,Win
Brazil,Senegal,Friendly,1,2025,11,2.2,0.8,3.4,0.6,0.0,0.0,0.0,0.0,Win
Colombia,New Zealand,Friendly,1,2025,11,2.8,0.8,0.6,1.6,0.0,0.0,0.0,0.0,Win
Mexico,Uruguay,Friendly,0,2025,11,1.0,1.6,1.6,0.2,0.0,0.0,0.0,0.0,Draw
South Africa,Zambia,Friendly,0,2025,11,1.8,0.2,0.6,1.6,0.0,0.0,0.0,0.0,Win
United States,Paraguay,Friendly,0,2025,11,1.2,1.2,0.6,1.0,0.0,0.0,0.0,0.0,Win
Slovenia,Kosovo,FIFA World Cup qualification,0,2025,11,0.8,1.2,1.4,1.2,0.0,1.4,0.0,0.0,Loss
Switzerland,Sweden,FIFA World Cup qualification,0,2025,11,2.6,0.0,1.2,2.0,2.2,2.0,0.4,0.0,Win
Denmark,Belarus,FIFA World Cup qualification,0,2025,11,3.4,0.2,0.6,3.8,2.6,1.0,0.0,0.2,Draw
Greece,Scotland,FIFA World Cup qualification,0,2025,11,2.2,2.0,2.2,0.4,2.4,2.0,0.0,0.2,Win
Turkey,Bulgaria,FIFA World Cup qualification,0,2025,11,2.6,2.2,0.2,4.0,3.2,0.0,0.2,0.0,Win
Georgia,Spain,FIFA World Cup qualification,0,2025,11,1.4,2.0,3.4,0.4,0.0,2.6,0.0,0.2,Loss
Cyprus,Austria,FIFA World Cup qualification,0,2025,11,1.6,1.4,3.4,0.4,0.0,2.8,0.0,0.2,Loss
Bosnia and Herzegovina,Romania,FIFA World Cup qualification,0,2025,11,2.8,1.4,1.4,1.2,2.2,2.0,0.0,0.4,Win
Liechtenstein,Wales,FIFA World Cup qualification,0,2025,11,0.2,4.2,1.2,2.4,0.0,2.0,0.0,0.2,Loss
Kazakhstan,Belgium,FIFA World Cup qualification,0,2025,11,1.0,1.8,4.0,1.0,1.6,3.4,0.2,0.8,Draw
Martinique,Cuba,CONCACAF Series,1,2025,11,0.6,0.8,0.8,2.4,0.0,0.0,0.0,0.0,Loss
Saint Vincent and the Grenadines,Saint Lucia,CONCACAF Series,1,2025,11,3.0,0.8,0.6,3.2,0.0,0.0,0.0,0.0,Win
Dominica,Sint Maarten,CONCACAF Series,1,2025,11,0.8,1.4,1.0,2.4,0.0,0.0,0.0,0.0,Loss
Saint Martin,Belize,CONCACAF Series,1,2025,11,1.2,2.6,0.6,3.6,0.0,0.0,0.0,0.0,Loss
Barbados,Aruba,CONCACAF Series,1,2025,11,1.0,1.0,0.6,1.6,0.0,0.0,0.0,0.0,Loss
Guyana,Bonaire,CONCACAF Series,1,2025,11,2.2,1.6,0.8,2.6,0.0,0.0,0.0,0.0,Win
Bahamas,British Virgin Islands,CONCACAF Series,1,2025,11,1.2,4.6,0.8,2.0,0.0,0.0,0.0,0.0,Loss
Cayman Islands,Anguilla,CONCACAF Series,0,2025,11,0.2,3.0,0.8,3.2,0.0,0.0,0.0,0.0,Win
Basque Country,Palestine,Friendly,0,2025,11,1.0,1.0,1.2,1.2,0.0,0.0,0.0,0.0,Win
Nigeria,DR Congo,FIFA World Cup qualification,1,2025,11,2.4,0.6,1.8,0.8,1.8,1.6,0.2,0.0,Draw
Ukraine,Iceland,FIFA World Cup qualification,1,2025,11,1.6,2.2,2.6,1.8,2.4,0.0,0.0,0.0,Win
Azerbaijan,France,FIFA World Cup qualification,0,2025,11,0.4,2.6,2.6,0.6,1.0,2.4,0.4,0.4,Loss
Portugal,Armenia,FIFA World Cup qualification,0,2025,11,2.2,1.2,0.4,2.0,2.0,2.2,0.2,0.2,Win
Hungary,Republic of Ireland,FIFA World Cup qualification,0,2025,11,1.8,1.4,1.2,1.0,1.6,1.4,0.0,0.0,Loss
Moldova,Israel,FIFA World Cup qualification,0,2025,11,0.6,4.0,1.6,2.6,1.4,2.6,0.0,0.2,Loss
Italy,Norway,FIFA World Cup qualification,0,2025,11,3.6,1.0,4.4,0.6,3.0,2.6,0.2,0.2,Loss
Albania,England,FIFA World Cup qualification,0,2025,11,1.6,0.4,3.4,0.0,0.0,2.8,0.0,0.4,Loss
Serbia,Latvia,FIFA World Cup qualification,0,2025,11,0.8,1.8,0.4,1.8,1.6,1.2,0.4,0.2,Win
Comoros,Namibia,Friendly,0,2025,11,0.8,1.2,1.0,1.8,0.0,0.0,0.0,0.0,Win
Mozambique,Chad,Friendly,1,2025,11,0.8,1.4,1.0,2.2,0.0,0.0,0.0,0.0,Draw
Madagascar,Equatorial Guinea,Friendly,1,2025,11,1.8,1.8,1.0,1.6,0.0,0.0,0.0,0.0,Win
Finland,Andorra,Friendly,0,2025,11,0.6,2.0,0.6,1.6,0.0,0.0,0.0,0.0,Win
Qatar,Zimbabwe,Friendly,0,2025,11,1.4,1.8,0.2,1.2,0.0,0.0,0.0,0.0,Loss
Bahrain,Somalia,Friendly,0,2025,11,0.4,1.4,0.0,2.2,0.0,0.0,0.0,0.0,Loss
Northern Ireland,Luxembourg,FIFA World Cup qualification,0,2025,11,1.2,1.2,0.2,2.4,2.0,0.0,0.2,0.0,Win
Germany,Slovakia,FIFA World Cup qualification,0,2025,11,2.0,0.6,1.2,0.4,1.8,0.0,0.2,0.0,Win
Malta,Poland,FIFA World Cup qualification,0,2025,11,1.2,2.0,1.6,0.6,1.0,1.6,0.2,0.0,Loss
Netherlands,Lithuania,FIFA World Cup qualification,0,2025,11,2.6,0.8,0.8,1.6,2.2,0.0,0.6,0.0,Win
Czech Republic,Gibraltar,FIFA World Cup qualification,0,2025,11,1.0,0.6,0.2,1.8,2.0,0.0,0.0,0.0,Win
Montenegro,Croatia,FIFA World Cup qualification,0,2025,11,0.8,2.4,2.2,0.2,1.6,3.0,0.2,0.4,Loss
Cape Verde,Egypt,Al Ain International Cup,1,2025,11,1.8,0.6,1.2,0.4,0.0,0.0,0.0,0.0,Draw
Vanuatu,Fiji,MSG Prime Minister's Cup,1,2025,11,0.8,3.4,0.8,4.0,0.0,0.0,0.0,0.0,Win
Angola,Zambia,Friendly,0,2025,11,1.0,1.2,0.4,2.2,0.0,0.0,0.0,0.0,Win
Morocco,Uganda,Friendly,0,2025,11,2.0,0.0,2.0,0.6,0.0,0.0,0.0,0.0,Win
Oman,Ivory Coast,Friendly,0,2025,11,0.8,1.2,2.2,0.2,0.0,0.0,0.0,0.0,Loss
Saudi Arabia,Algeria,Friendly,0,2025,11,1.4,0.8,2.2,0.6,0.0,0.0,0.0,0.0,Loss
Guinea,Niger,Friendly,1,2025,11,1.8,0.6,1.4,1.8,0.0,0.0,0.0,0.0,Draw
Kenya,Senegal,Friendly,1,2025,11,1.8,1.4,2.8,0.8,0.0,0.0,0.0,0.0,Loss
Benin,Burkina Faso,Friendly,1,2025,11,1.2,1.0,2.6,0.6,0.0,0.0,0.0,0.0,Loss
Japan,Bolivia,Kirin Cup,0,2025,11,1.4,1.2,0.4,1.6,0.0,0.0,0.0,0.0,Win
Mali,Jordan,Friendly,1,2025,11,1.8,0.6,1.4,1.6,0.0,0.0,0.0,0.0,Win
Kuwait,Gambia,Friendly,1,2025,11,1.2,2.6,3.2,1.2,0.0,0.0,0.0,0.0,Draw
Lesotho,Malawi,Friendly,1,2025,11,0.4,1.8,1.4,0.8,0.0,0.0,0.0,0.0,Loss
Maldives,Philippines,AFC Asian Cup qualification,0,2025,11,0.8,1.4,2.8,1.6,0.0,0.0,0.0,0.0,Loss
Timor-Leste,Tajikistan,AFC Asian Cup qualification,1,2025,11,0.6,2.4,2.0,0.6,0.0,0.0,0.0,0.0,Loss
Yemen,Bhutan,AFC Asian Cup qualification,1,2025,11,2.6,0.2,0.2,2.0,0.0,0.0,0.0,0.0,Win
Brunei,Lebanon,AFC Asian Cup qualification,0,2025,11,0.4,3.6,1.6,0.4,0.0,0.0,0.0,0.0,Loss
Bangladesh,India,AFC Asian Cup qualification,0,2025,11,1.4,1.8,0.4,1.2,0.0,0.0,0.0,0.0,Win
Hong Kong,Singapore,AFC Asian Cup qualification,0,2025,11,3.0,1.4,1.4,1.6,0.0,0.0,0.0,0.0,Loss
Sri Lanka,Thailand,AFC Asian Cup qualification,0,2025,11,1.2,1.4,2.8,0.8,0.0,0.0,0.0,0.0,Loss
Turkmenistan,Taiwan,AFC Asian Cup qualification,0,2025,11,1.4,0.8,0.6,3.8,0.0,0.0,0.0,0.0,Win
Pakistan,Syria,AFC Asian Cup qualification,0,2025,11,0.2,1.4,2.4,1.2,0.0,0.0,0.0,0.0,Loss
Malaysia,Nepal,AFC Asian Cup qualification,0,2025,11,3.0,0.4,0.8,1.6,0.0,0.0,0.0,0.0,Win
Brazil,Tunisia,Friendly,1,2025,11,2.4,0.8,2.8,0.6,0.0,0.0,0.0,0.0,Draw
Canada,Venezuela,Friendly,1,2025,11,0.8,0.2,0.8,2.4,0.0,0.0,0.0,0.0,Win
Chile,Peru,Friendly,1,2025,11,0.8,1.2,0.4,1.4,0.0,0.0,0.0,0.0,Win
Colombia,Australia,Friendly,1,2025,11,3.0,0.8,1.2,0.8,0.0,0.0,0.0,0.0,Win
Cyprus,Estonia,Friendly,0,2025,11,1.6,1.4,0.6,2.6,0.0,0.0,0.0,0.0,Loss
Ecuador,New Zealand,Friendly,1,2025,11,0.6,0.4,0.6,1.6,0.0,0.0,0.0,0.0,Win
Faroe Islands,Kazakhstan,Friendly,1,2025,11,1.6,1.0,1.2,1.8,0.0,0.0,0.0,0.0,Win
South Korea,Ghana,Friendly,0,2025,11,1.6,1.4,1.6,0.6,0.0,0.0,0.0,0.0,Win
Mexico,Paraguay,Friendly,1,2025,11,0.6,1.4,0.8,1.2,0.0,0.0,0.0,0.0,Loss
United States,Uruguay,Friendly,0,2025,11,1.4,1.0,1.2,0.2,0.0,0.0,0.0,0.0,Win
Iraq,United Arab Emirates,FIFA World Cup qualification,0,2025,11,1.0,0.4,1.6,1.0,1.2,1.4,0.0,0.0,Win
Kosovo,Switzerland,FIFA World Cup qualification,0,2025,11,1.0,0.8,2.6,0.2,1.6,2.8,0.0,0.6,Draw
Sweden,Slovenia,FIFA World Cup qualification,0,2025,11,0.6,2.2,0.4,1.4,1.8,1.2,0.0,0.2,Draw
Scotland,Denmark,FIFA World Cup qualification,0,2025,11,1.8,1.0,2.8,0.6,2.0,2.8,0.2,0.0,Win
Belarus,Greece,FIFA World Cup qualification,1,2025,11,0.8,3.4,2.0,2.4,0.0,0.0,0.0,0.0,Draw
Spain,Turkey,FIFA World Cup qualification,0,2025,11,3.8,0.0,3.0,2.0,2.8,3.0,0.4,0.4,Draw
Bulgaria,Georgia,FIFA World Cup qualification,0,2025,11,0.2,3.6,1.2,2.6,1.0,2.6,0.0,0.0,Win
Austria,Bosnia and Herzegovina,FIFA World Cup qualification,0,2025,11,3.0,0.4,3.2,1.2,2.6,2.4,0.4,0.0,Draw
Romania,San Marino,FIFA World Cup qualification,0,2025,11,1.2,1.8,0.2,4.8,1.2,1.4,0.0,0.6,Win
Wales,North Macedonia,FIFA World Cup qualification,0,2025,11,0.8,1.6,1.4,0.6,2.0,1.8,0.2,0.0,Win
Belgium,Liechtenstein,FIFA World Cup qualification,0,2025,11,3.4,0.6,0.2,3.6,3.4,0.0,0.8,0.0,Win
Dominican Republic,Martinique,CONCACAF Series,0,2025,11,0.6,1.2,0.2,0.8,0.0,0.0,0.0,0.0,Draw
Saint Kitts and Nevis,Belize,CONCACAF Series,0,2025,11,2.2,2.0,0.4,3.2,0.0,0.0,0.0,0.0,Loss
Antigua and Barbuda,Guyana,CONCACAF Series,0,2025,11,0.2,1.0,1.6,1.2,0.0,0.0,0.0,0.0,Loss
Iran,Uzbekistan,Al Ain International Cup,1,2025,11,1.2,0.6,1.6,0.4,0.0,0.0,0.0,0.0,Draw
Guatemala,Suriname,FIFA World Cup qualification,0,2025,11,1.0,1.2,1.6,0.6,1.2,2.0,0.0,0.4,Win
Panama,El Salvador,FIFA World Cup qualification,0,2025,11,1.2,0.8,0.4,1.6,1.2,0.0,0.2,0.0,Win
Jamaica,Curaçao,FIFA World Cup qualification,0,2025,11,2.2,0.6,2.6,0.6,0.0,0.0,0.0,0.0,Draw
Trinidad and Tobago,Bermuda,FIFA World Cup qualification,0,2025,11,1.0,0.8,0.4,4.2,1.4,2.2,0.0,0.2,Draw
