home_team,away_team,tournament,is_neutral,year,month,home_result
Kuwait,Indonesia,AFC Asian Cup qualification,0,2022,6,Loss
Jordan,Nepal,AFC Asian Cup qualification,1,2022,6,Win
Philippines,Yemen,AFC Asian Cup qualification,1,2022,6,Draw
Mongolia,Palestine,AFC Asian Cup qualification,0,2022,6,Loss
Thailand,Maldives,AFC Asian Cup qualification,1,2022,6,Win
Uzbekistan,Sri Lanka,AFC Asian Cup qualification,0,2022,6,Win
Hong Kong,Afghanistan,AFC Asian Cup qualification,1,2022,6,Win
India,Cambodia,AFC Asian Cup qualification,0,2022,6,Win
Bahrain,Bangladesh,AFC Asian Cup qualification,1,2022,6,Win
Malaysia,Turkmenistan,AFC Asian Cup qualification,0,2022,6,Win
Tajikistan,Myanmar,AFC Asian Cup qualification,1,2022,6,Win
Kyrgyzstan,Singapore,AFC Asian Cup qualification,0,2022,6,Win
Uganda,Niger,African Cup of Nations qualification,0,2022,6,Draw
Tanzania,Algeria,African Cup of Nations qualification,0,2022,6,Loss
Congo,Gambia,African Cup of Nations qualification,0,2022,6,Win
Gabon,Mauritania,African Cup of Nations qualification,0,2022,6,Draw
Sudan,DR Congo,African Cup of Nations qualification,0,2022,6,Win
Benin,Mozambique,African Cup of Nations qualification,0,2022,6,Loss
Wales,Netherlands,UEFA Nations League,0,2022,6,Loss
Belgium,Poland,UEFA Nations League,0,2022,6,Win
Republic of Ireland,Ukraine,UEFA Nations League,0,2022,6,Loss
Scotland,Armenia,UEFA Nations League,0,2022,6,Win
Guinea-Bissau,São Tomé and Príncipe,African Cup of Nations qualification,1,2022,6,Win
Nigeria,Sierra Leone,African Cup of Nations qualification,0,2022,6,Win
Burundi,Cameroon,African Cup of Nations qualification,1,2022,6,Loss
Ethiopia,Egypt,African Cup of Nations qualification,1,2022,6,Win
Guinea,Malawi,African Cup of Nations qualification,0,2022,6,Win
South Sudan,Mali,African Cup of Nations qualification,1,2022,6,Loss
Lesotho,Ivory Coast,African Cup of Nations qualification,1,2022,6,Draw
Morocco,South Africa,African Cup of Nations qualification,0,2022,6,Win
Panama,Martinique,CONCACAF Nations League,0,2022,6,Win
Canada,Curaçao,CONCACAF Nations League,0,2022,6,Win
Barbados,Guadeloupe,CONCACAF Nations League,1,2022,6,Loss
Antigua and Barbuda,Cuba,CONCACAF Nations League,1,2022,6,Loss
Belize,French Guiana,CONCACAF Nations League,0,2022,6,Draw
Aruba,Saint Kitts and Nevis,CONCACAF Nations League,1,2022,6,Loss
Dominica,Saint Lucia,CONCACAF Nations League,0,2022,6,Loss
Cayman Islands,Puerto Rico,CONCACAF Nations League,0,2022,6,Loss
Portugal,Czech Republic,UEFA Nations League,0,2022,6,Win
Switzerland,Spain,UEFA Nations League,0,2022,6,Loss
Norway,Slovenia,UEFA Nations League,0,2022,6,Draw
Sweden,Serbia,UEFA Nations League,0,2022,6,Loss
Kosovo,Northern Ireland,UEFA Nations League,0,2022,6,Win
Greece,Cyprus,UEFA Nations League,0,2022,6,Win
Gibraltar,Bulgaria,UEFA Nations League,0,2022,6,Draw
North Macedonia,Georgia,UEFA Nations League,0,2022,6,Loss
Malta,Estonia,UEFA Nations League,0,2022,6,Loss
New Zealand,Oman,Friendly,1,2022,6,Draw
San Marino,Iceland,Friendly,0,2022,6,Loss
Saudi Arabia,Venezuela,Friendly,1,2022,6,Loss
United States,Grenada,CONCACAF Nations League,0,2022,6,Win
Saint Vincent and the Grenadines,Trinidad and Tobago,CONCACAF Nations League,0,2022,6,Loss
Bahamas,Nicaragua,CONCACAF Nations League,0,2022,6,Loss
Dominican Republic,Guatemala,CONCACAF Nations League,0,2022,6,Draw
Austria,France,UEFA Nations League,0,2022,6,Draw
Denmark,Croatia,UEFA Nations League,0,2022,6,Loss
Albania,Israel,UEFA Nations League,0,2022,6,Loss
Azerbaijan,Slovakia,UEFA Nations League,0,2022,6,Loss
Belarus,Kazakhstan,UEFA Nations League,1,2022,6,Draw
Moldova,Latvia,UEFA Nations League,0,2022,6,Loss
Andorra,Liechtenstein,UEFA Nations League,0,2022,6,Win
South Korea,Paraguay,Friendly,0,2022,6,Draw
Chile,Tunisia,Kirin Cup,1,2022,6,Loss
Japan,Ghana,Kirin Cup,0,2022,6,Win
Kuwait,Nepal,AFC Asian Cup qualification,0,2022,6,Win
Indonesia,Jordan,AFC Asian Cup qualification,1,2022,6,Loss
Mongolia,Philippines,AFC Asian Cup qualification,0,2022,6,Loss
Yemen,Palestine,AFC Asian Cup qualification,1,2022,6,Loss
Sri Lanka,Thailand,AFC Asian Cup qualification,1,2022,6,Loss
Uzbekistan,Maldives,AFC Asian Cup qualification,0,2022,6,Win
Cambodia,Hong Kong,AFC Asian Cup qualification,1,2022,6,Loss
India,Afghanistan,AFC Asian Cup qualification,0,2022,6,Win
Bangladesh,Turkmenistan,AFC Asian Cup qualification,1,2022,6,Loss
Malaysia,Bahrain,AFC Asian Cup qualification,0,2022,6,Loss
Singapore,Tajikistan,AFC Asian Cup qualification,1,2022,6,Loss
Kyrgyzstan,Myanmar,AFC Asian Cup qualification,0,2022,6,Win
Mexico,Suriname,CONCACAF Nations League,0,2022,6,Win
Guyana,Haiti,CONCACAF Nations League,0,2022,6,Loss
Montserrat,Bermuda,CONCACAF Nations League,1,2022,6,Win
United States Virgin Islands,Bonaire,CONCACAF Nations League,0,2022,6,Loss
Sint Maarten,Turks and Caicos Islands,CONCACAF Nations League,1,2022,6,Win
England,Italy,UEFA Nations League,0,2022,6,Draw
Hungary,Germany,UEFA Nations League,0,2022,6,Draw
Wales,Belgium,UEFA Nations League,0,2022,6,Draw
Netherlands,Poland,UEFA Nations League,0,2022,6,Draw
Ukraine,Armenia,UEFA Nations League,1,2022,6,Win
Republic of Ireland,Scotland,UEFA Nations League,0,2022,6,Win
Montenegro,Bosnia and Herzegovina,UEFA Nations League,0,2022,6,Draw
Romania,Finland,UEFA Nations League,0,2022,6,Win
Faroe Islands,Lithuania,UEFA Nations League,0,2022,6,Win
Luxembourg,Turkey,UEFA Nations League,0,2022,6,Loss
Ecuador,Cape Verde,Friendly,1,2022,6,Win
Uruguay,Panama,Friendly,0,2022,6,Win
Martinique,Panama,CONCACAF Nations League,0,2022,6,Draw
Cuba,Antigua and Barbuda,CONCACAF Nations League,0,2022,6,Win
Guadeloupe,Barbados,CONCACAF Nations League,0,2022,6,Win
Saint Kitts and Nevis,Saint Martin,CONCACAF Nations League,0,2022,6,Draw
Saint Lucia,Anguilla,CONCACAF Nations League,0,2022,6,Win
Puerto Rico,British Virgin Islands,CONCACAF Nations League,0,2022,6,Win
Spain,Czech Republic,UEFA Nations League,0,2022,6,Win
Switzerland,Portugal,UEFA Nations League,0,2022,6,Win
Norway,Sweden,UEFA Nations League,0,2022,6,Win
Slovenia,Serbia,UEFA Nations League,0,2022,6,Draw
Northern Ireland,Cyprus,UEFA Nations League,0,2022,6,Draw
Greece,Kosovo,UEFA Nations League,0,2022,6,Win
North Macedonia,Gibraltar,UEFA Nations League,0,2022,6,Win
Georgia,Bulgaria,UEFA Nations League,0,2022,6,Draw
Malta,San Marino,UEFA Nations League,0,2022,6,Win
Iran,Algeria,Friendly,1,2022,6,Loss
Australia,Peru,FIFA World Cup qualification,1,2022,6,Draw
São Tomé and Príncipe,Nigeria,African Cup of Nations qualification,1,2022,6,Loss
Sierra Leone,Guinea-Bissau,African Cup of Nations qualification,1,2022,6,Draw
Morocco,Liberia,African Cup of Nations qualification,0,2022,6,Win
Honduras,Canada,CONCACAF Nations League,0,2022,6,Win
Nicaragua,Bahamas,CONCACAF Nations League,0,2022,6,Win
Trinidad and Tobago,Saint Vincent and the Grenadines,CONCACAF Nations League,0,2022,6,Win
Guatemala,Dominican Republic,CONCACAF Nations League,0,2022,6,Win
Denmark,Austria,UEFA Nations League,0,2022,6,Win
France,Croatia,UEFA Nations League,0,2022,6,Loss
Iceland,Israel,UEFA Nations League,0,2022,6,Draw
Azerbaijan,Belarus,UEFA Nations League,0,2022,6,Win
Kazakhstan,Slovakia,UEFA Nations League,0,2022,6,Win
Albania,Estonia,Friendly,0,2022,6,Draw
Costa Rica,New Zealand,FIFA World Cup qualification,1,2022,6,Win
Kuwait,Jordan,AFC Asian Cup qualification,0,2022,6,Loss
Indonesia,Nepal,AFC Asian Cup qualification,1,2022,6,Win
Palestine,Philippines,AFC Asian Cup qualification,1,2022,6,Win
Mongolia,Yemen,AFC Asian Cup qualification,0,2022,6,Win
Maldives,Sri Lanka,AFC Asian Cup qualification,1,2022,6,Win
Uzbekistan,Thailand,AFC Asian Cup qualification,0,2022,6,Win
Afghanistan,Cambodia,AFC Asian Cup qualification,1,2022,6,Draw
India,Hong Kong,AFC Asian Cup qualification,0,2022,6,Win
Bahrain,Turkmenistan,AFC Asian Cup qualification,1,2022,6,Win
Malaysia,Bangladesh,AFC Asian Cup qualification,0,2022,6,Win
Myanmar,Singapore,AFC Asian Cup qualification,1,2022,6,Loss
Kyrgyzstan,Tajikistan,AFC Asian Cup qualification,0,2022,6,Draw
Jamaica,Mexico,CONCACAF Nations League,0,2022,6,Draw
El Salvador,United States,CONCACAF Nations League,0,2022,6,Draw
Haiti,Guyana,CONCACAF Nations League,1,2022,6,Win
French Guiana,Belize,CONCACAF Nations League,0,2022,6,Win
Bonaire,United States Virgin Islands,CONCACAF Nations League,1,2022,6,Win
Turks and Caicos Islands,Sint Maarten,CONCACAF Nations League,0,2022,6,Win
England,Hungary,UEFA Nations League,0,2022,6,Loss
Germany,Italy,UEFA Nations League,0,2022,6,Win
Netherlands,Wales,UEFA Nations League,0,2022,6,Win
Poland,Belgium,UEFA Nations League,0,2022,6,Loss
Armenia,Scotland,UEFA Nations League,0,2022,6,Loss
Ukraine,Republic of Ireland,UEFA Nations League,1,2022,6,Draw
Bosnia and Herzegovina,Finland,UEFA Nations League,0,2022,6,Win
Romania,Montenegro,UEFA Nations League,0,2022,6,Loss
Luxembourg,Faroe Islands,UEFA Nations League,0,2022,6,Draw
Turkey,Lithuania,UEFA Nations League,0,2022,6,Win
Moldova,Andorra,UEFA Nations League,0,2022,6,Win
Liechtenstein,Latvia,UEFA Nations League,0,2022,6,Loss
Chile,Ghana,Kirin Cup,1,2022,6,Draw
Japan,Tunisia,Kirin Cup,0,2022,6,Loss
South Korea,Egypt,Friendly,0,2022,6,Win
Mapuche,Maule Sur,CONIFA South America Football Cup,1,2022,6,Loss
Mapuche,Aymara,CONIFA South America Football Cup,1,2022,6,Win
Aymara,Maule Sur,CONIFA South America Football Cup,1,2022,6,Loss
Seychelles,Botswana,COSAFA Cup,1,2022,7,Loss
Angola,Comoros,COSAFA Cup,1,2022,7,Win
Mauritius,Eswatini,COSAFA Cup,1,2022,7,Loss
Lesotho,Malawi,COSAFA Cup,1,2022,7,Win
Comoros,Botswana,COSAFA Cup,1,2022,7,Loss
Angola,Seychelles,COSAFA Cup,1,2022,7,Win
Malawi,Eswatini,COSAFA Cup,1,2022,7,Draw
Lesotho,Mauritius,COSAFA Cup,1,2022,7,Win
Seychelles,Comoros,COSAFA Cup,1,2022,7,Loss
Botswana,Angola,COSAFA Cup,1,2022,7,Win
Mauritius,Malawi,COSAFA Cup,1,2022,7,Loss
Eswatini,Lesotho,COSAFA Cup,1,2022,7,Win
Madagascar,Namibia,COSAFA Cup,1,2022,7,Loss
Zambia,Botswana,COSAFA Cup,1,2022,7,Draw
South Africa,Mozambique,COSAFA Cup,0,2022,7,Draw
Senegal,Eswatini,COSAFA Cup,1,2022,7,Draw
South Africa,Madagascar,COSAFA Cup,0,2022,7,Win
Botswana,Eswatini,COSAFA Cup,1,2022,7,Win
Namibia,Mozambique,COSAFA Cup,1,2022,7,Win
Zambia,Senegal,COSAFA Cup,1,2022,7,Win
Elba Island,Raetia,Friendly,0,2022,7,Win
South Africa,Botswana,COSAFA Cup,0,2022,7,Win
Mozambique,Senegal,COSAFA Cup,1,2022,7,Draw
Namibia,Zambia,COSAFA Cup,1,2022,7,Loss
Japan,Hong Kong,EAFF Championship,0,2022,7,Win
China,South Korea,EAFF Championship,1,2022,7,Loss
South Korea,Hong Kong,EAFF Championship,1,2022,7,Win
Japan,China,EAFF Championship,0,2022,7,Draw
China,Hong Kong,EAFF Championship,1,2022,7,Win
Japan,South Korea,EAFF Championship,0,2022,7,Win
Raetia,Tibet,Friendly,0,2022,8,Draw
Mexico,Paraguay,Friendly,1,2022,8,Loss
Fiji,New Caledonia,MSG Prime Minister's Cup,1,2022,9,Win
Solomon Islands,New Caledonia,MSG Prime Minister's Cup,1,2022,9,Win
Brunei,Maldives,Friendly,0,2022,9,Loss
Hong Kong,Myanmar,Friendly,0,2022,9,Win
Libya,Uganda,Friendly,0,2022,9,Draw
San Marino,Seychelles,Friendly,0,2022,9,Draw
Vietnam,Singapore,Friendly,0,2022,9,Win
Scotland,Ukraine,UEFA Nations League,0,2022,9,Win
Australia,New Zealand,Friendly,0,2022,9,Win
Cambodia,Bangladesh,Friendly,0,2022,9,Loss
Comoros,Tunisia,Friendly,1,2022,9,Loss
Iceland,Venezuela,Friendly,1,2022,9,Win
Suriname,Nicaragua,Friendly,1,2022,9,Win
Thailand,Malaysia,King's Cup,0,2022,9,Draw
Trinidad and Tobago,Tajikistan,King's Cup,1,2022,9,Loss
Croatia,Denmark,UEFA Nations League,0,2022,9,Win
France,Austria,UEFA Nations League,0,2022,9,Win
Belgium,Wales,UEFA Nations League,0,2022,9,Win
Poland,Netherlands,UEFA Nations League,0,2022,9,Loss
Lithuania,Faroe Islands,UEFA Nations League,0,2022,9,Draw
Turkey,Luxembourg,UEFA Nations League,0,2022,9,Draw
Kazakhstan,Belarus,UEFA Nations League,0,2022,9,Win
Slovakia,Azerbaijan,UEFA Nations League,0,2022,9,Loss
Latvia,Moldova,UEFA Nations League,0,2022,9,Loss
Liechtenstein,Andorra,UEFA Nations League,0,2022,9,Loss
Japan,United States,Kirin Challenge Cup,1,2022,9,Win
Algeria,Guinea,Friendly,0,2022,9,Win
Argentina,Honduras,Friendly,1,2022,9,Win
Bahrain,Cape Verde,Friendly,0,2022,9,Loss
Brazil,Ghana,Friendly,1,2022,9,Win
Cameroon,Uzbekistan,Friendly,1,2022,9,Loss
Canada,Qatar,Friendly,1,2022,9,Win
DR Congo,Burkina Faso,Friendly,1,2022,9,Loss
Egypt,Niger,Friendly,0,2022,9,Win
Iran,Uruguay,Friendly,1,2022,9,Win
Iraq,Oman,Jordan International Tournament,1,2022,9,Draw
Jordan,Syria,Jordan International Tournament,0,2022,9,Win
South Korea,Costa Rica,Friendly,0,2022,9,Draw
Mali,Zambia,Friendly,0,2022,9,Win
Morocco,Chile,Friendly,1,2022,9,Win
Paraguay,United Arab Emirates,Friendly,1,2022,9,Win
Rwanda,Equatorial Guinea,Friendly,1,2022,9,Draw
Saudi Arabia,Ecuador,Friendly,1,2022,9,Draw
Germany,Hungary,UEFA Nations League,0,2022,9,Loss
Italy,England,UEFA Nations League,0,2022,9,Win
Bosnia and Herzegovina,Montenegro,UEFA Nations League,0,2022,9,Win
Finland,Romania,UEFA Nations League,0,2022,9,Draw
Georgia,North Macedonia,UEFA Nations League,0,2022,9,Win
Bulgaria,Gibraltar,UEFA Nations League,0,2022,9,Win
Estonia,Malta,UEFA Nations League,0,2022,9,Win
Bolivia,Senegal,Friendly,1,2022,9,Loss
Colombia,Guatemala,Friendly,1,2022,9,Win
Fiji,Solomon Islands,MSG Prime Minister's Cup,1,2022,9,Draw
Grenada,Saint Vincent and the Grenadines,Friendly,0,2022,9,Loss
Hong Kong,Myanmar,Friendly,0,2022,9,Draw
India,Singapore,Friendly,1,2022,9,Draw
Indonesia,Curaçao,Friendly,0,2022,9,Win
Ivory Coast,Togo,Friendly,1,2022,9,Win
Laos,Maldives,Friendly,1,2022,9,Loss
Madagascar,Congo,Friendly,1,2022,9,Draw
Mauritania,Benin,Friendly,1,2022,9,Win
Mexico,Peru,Friendly,1,2022,9,Win
South Africa,Sierra Leone,Friendly,0,2022,9,Win
Tanzania,Uganda,Friendly,1,2022,9,Win
Kyrgyzstan,Russia,Friendly,0,2022,9,Loss
Vanuatu,Papua New Guinea,MSG Prime Minister's Cup,0,2022,9,Loss
Czech Republic,Portugal,UEFA Nations League,0,2022,9,Loss
Spain,Switzerland,UEFA Nations League,0,2022,9,Loss
Armenia,Ukraine,UEFA Nations League,0,2022,9,Loss
Scotland,Republic of Ireland,UEFA Nations League,0,2022,9,Win
Israel,Albania,UEFA Nations League,0,2022,9,Win
Slovenia,Norway,UEFA Nations League,0,2022,9,Win
Serbia,Sweden,UEFA Nations League,0,2022,9,Win
Northern Ireland,Kosovo,UEFA Nations League,0,2022,9,Win
Cyprus,Greece,UEFA Nations League,0,2022,9,Win
Thailand,Trinidad and Tobago,King's Cup,0,2022,9,Win
Malaysia,Tajikistan,King's Cup,1,2022,9,Draw
New Zealand,Australia,Friendly,0,2022,9,Loss
Niger,Liberia,Friendly,1,2022,9,Draw
Austria,Croatia,UEFA Nations League,0,2022,9,Loss
Denmark,France,UEFA Nations League,0,2022,9,Win
Wales,Poland,UEFA Nations League,0,2022,9,Loss
Netherlands,Belgium,UEFA Nations League,0,2022,9,Win
Faroe Islands,Turkey,UEFA Nations League,0,2022,9,Win
Luxembourg,Lithuania,UEFA Nations League,0,2022,9,Win
Slovakia,Belarus,UEFA Nations League,1,2022,9,Draw
Azerbaijan,Kazakhstan,UEFA Nations League,0,2022,9,Win
Andorra,Latvia,UEFA Nations League,0,2022,9,Draw
Moldova,Liechtenstein,UEFA Nations League,0,2022,9,Win
Ethiopia,Sudan,Friendly,0,2022,9,Draw
Iraq,Syria,Jordan International Tournament,1,2022,9,Win
Jordan,Oman,Jordan International Tournament,0,2022,9,Win
England,Germany,UEFA Nations League,0,2022,9,Draw
Hungary,Italy,UEFA Nations League,0,2022,9,Loss
Montenegro,Finland,UEFA Nations League,0,2022,9,Loss
Romania,Bosnia and Herzegovina,UEFA Nations League,0,2022,9,Win
Gibraltar,Georgia,UEFA Nations League,0,2022,9,Loss
North Macedonia,Bulgaria,UEFA Nations League,0,2022,9,Loss
San Marino,Estonia,UEFA Nations League,0,2022,9,Loss
Fiji,Papua New Guinea,MSG Prime Minister's Cup,1,2022,9,Loss
Algeria,Nigeria,Friendly,0,2022,9,Win
Argentina,Jamaica,Friendly,1,2022,9,Win
Bahrain,Panama,Friendly,0,2022,9,Loss
Brazil,Tunisia,Friendly,1,2022,9,Win
Brunei,Laos,Friendly,0,2022,9,Win
Burkina Faso,Comoros,Friendly,1,2022,9,Win
Canada,Uruguay,Friendly,1,2022,9,Loss
DR Congo,Sierra Leone,Friendly,1,2022,9,Win
Costa Rica,Uzbekistan,Friendly,1,2022,9,Win
Ecuador,Japan,Kirin Challenge Cup,1,2022,9,Draw
Egypt,Liberia,Friendly,0,2022,9,Win
Equatorial Guinea,Togo,Friendly,1,2022,9,Draw
Ghana,Nicaragua,Friendly,1,2022,9,Win
Honduras,Guatemala,Friendly,1,2022,9,Win
Indonesia,Curaçao,Friendly,0,2022,9,Win
Iran,Senegal,Friendly,1,2022,9,Draw
Ivory Coast,Guinea,Friendly,1,2022,9,Win
South Korea,Cameroon,Friendly,0,2022,9,Win
Libya,Tanzania,Friendly,0,2022,9,Win
Madagascar,Benin,Friendly,1,2022,9,Win
Malta,Israel,Friendly,0,2022,9,Win
Mauritania,Congo,Friendly,1,2022,9,Win
Mexico,Colombia,Friendly,1,2022,9,Loss
Nepal,Bangladesh,Friendly,0,2022,9,Win
Paraguay,Morocco,Friendly,1,2022,9,Draw
Peru,El Salvador,Friendly,1,2022,9,Win
Qatar,Chile,Friendly,1,2022,9,Draw
Saudi Arabia,United States,Friendly,1,2022,9,Draw
South Africa,Botswana,Friendly,0,2022,9,Win
United Arab Emirates,Venezuela,Friendly,1,2022,9,Loss
Vietnam,India,Friendly,0,2022,9,Win
Portugal,Spain,UEFA Nations League,0,2022,9,Loss
Switzerland,Czech Republic,UEFA Nations League,0,2022,9,Win
Republic of Ireland,Armenia,UEFA Nations League,0,2022,9,Win
Ukraine,Scotland,UEFA Nations League,1,2022,9,Draw
Albania,Iceland,UEFA Nations League,0,2022,9,Draw
Norway,Serbia,UEFA Nations League,0,2022,9,Loss
Sweden,Slovenia,UEFA Nations League,0,2022,9,Draw
Kosovo,Cyprus,UEFA Nations League,0,2022,9,Win
Greece,Northern Ireland,UEFA Nations League,0,2022,9,Win
Fiji,Solomon Islands,MSG Prime Minister's Cup,1,2022,9,Win
Saint Vincent and the Grenadines,Grenada,Friendly,0,2022,10,Loss
Saudi Arabia,North Macedonia,Friendly,1,2022,10,Win
Qatar,Guatemala,Friendly,1,2022,10,Win
Saudi Arabia,Albania,Friendly,1,2022,10,Draw
Qatar,Honduras,Friendly,1,2022,10,Win
Saudi Arabia,Honduras,Friendly,1,2022,10,Draw
Brunei,Timor-Leste,AFF Championship qualification,0,2022,11,Win
Saudi Arabia,Iceland,Friendly,1,2022,11,Win
Qatar,Panama,Friendly,1,2022,11,Win
Brunei,Timor-Leste,AFF Championship qualification,0,2022,11,Loss
Albania,Qatar,Friendly,1,2022,11,Loss
Cameroon,Jamaica,Friendly,0,2022,11,Draw
Costa Rica,Nigeria,Friendly,0,2022,11,Win
Mexico,Iraq,Friendly,1,2022,11,Win
Iran,Nicaragua,Friendly,0,2022,11,Win
Saudi Arabia,Panama,Friendly,1,2022,11,Draw
Bahrain,Canada,Friendly,0,2022,11,Draw
South Korea,Iceland,Friendly,0,2022,11,Win
Iraq,Ecuador,Friendly,1,2022,11,Draw
Syria,Algeria,Friendly,1,2022,11,Loss
West Papua,Raetia,Friendly,1,2022,11,Draw
Venezuela,Panama,Friendly,1,2022,11,Draw
Albania,Italy,Friendly,0,2022,11,Loss
Algeria,Mali,Friendly,0,2022,11,Draw
Andorra,Austria,Friendly,1,2022,11,Loss
Cyprus,Bulgaria,Friendly,0,2022,11,Loss
Czech Republic,Faroe Islands,Friendly,0,2022,11,Win
Dominican Republic,Cuba,Friendly,0,2022,11,Loss
Gibraltar,Liechtenstein,Friendly,0,2022,11,Win
Iran,Tunisia,Friendly,1,2022,11,Loss
Ivory Coast,Burundi,Friendly,1,2022,11,Win
Kosovo,Armenia,Friendly,0,2022,11,Draw
Mexico,Sweden,Friendly,1,2022,11,Loss
Moldova,Azerbaijan,Friendly,0,2022,11,Loss
Nepal,Pakistan,Friendly,0,2022,11,Win
Nicaragua,El Salvador,Friendly,0,2022,11,Win
Oman,Germany,Friendly,0,2022,11,Loss
Peru,Paraguay,Friendly,0,2022,11,Win
Poland,Chile,Friendly,0,2022,11,Win
Saudi Arabia,Croatia,Friendly,0,2022,11,Loss
Turkey,Scotland,Friendly,0,2022,11,Win
United Arab Emirates,Argentina,Friendly,0,2022,11,Loss
Uzbekistan,Kazakhstan,Friendly,0,2022,11,Win
Lithuania,Iceland,Baltic Cup,0,2022,11,Draw
Latvia,Estonia,Baltic Cup,0,2022,11,Draw
Angola,Botswana,Friendly,1,2022,11,Win
Gabon,Guinea-Bissau,Friendly,1,2022,11,Win
Israel,Zambia,Friendly,0,2022,11,Win
Japan,Canada,Friendly,1,2022,11,Loss
Jordan,Spain,Friendly,0,2022,11,Loss
Luxembourg,Hungary,Friendly,0,2022,11,Draw
Malta,Greece,Friendly,0,2022,11,Draw
Montenegro,Slovakia,Friendly,0,2022,11,Draw
Morocco,Georgia,Friendly,1,2022,11,Win
Niger,Libya,Friendly,1,2022,11,Loss
North Macedonia,Finland,Friendly,0,2022,11,Draw
Portugal,Nigeria,Friendly,0,2022,11,Win
Republic of Ireland,Norway,Friendly,0,2022,11,Loss
Romania,Slovenia,Friendly,0,2022,11,Loss
Rwanda,Sudan,Friendly,0,2022,11,Draw
South Africa,Mozambique,Friendly,0,2022,11,Win
Saint Lucia,San Marino,Friendly,0,2022,11,Draw
Switzerland,Ghana,Friendly,1,2022,11,Loss
Syria,Belarus,Friendly,1,2022,11,Loss
Tajikistan,Russia,Friendly,0,2022,11,Draw
Bahrain,Serbia,Friendly,0,2022,11,Loss
Cameroon,Panama,Friendly,1,2022,11,Draw
Dominican Republic,Cuba,Friendly,0,2022,11,Draw
Egypt,Belgium,Friendly,1,2022,11,Win
Albania,Armenia,Friendly,0,2022,11,Win
Colombia,Paraguay,Friendly,1,2022,11,Win
Gibraltar,Andorra,Friendly,0,2022,11,Win
Guatemala,Nicaragua,Friendly,1,2022,11,Win
Ivory Coast,Burkina Faso,Friendly,1,2022,11,Loss
Kosovo,Faroe Islands,Friendly,0,2022,11,Draw
Kuwait,Lebanon,Friendly,1,2022,11,Win
Peru,Bolivia,Friendly,0,2022,11,Win
Rwanda,Sudan,Friendly,0,2022,11,Win
Sweden,Algeria,Friendly,0,2022,11,Win
Turkey,Czech Republic,Friendly,0,2022,11,Win
United Arab Emirates,Kazakhstan,Friendly,0,2022,11,Win
Estonia,Lithuania,Baltic Cup,0,2022,11,Win
Latvia,Iceland,Baltic Cup,0,2022,11,Draw
Austria,Italy,Friendly,0,2022,11,Win
Gambia,Guinea-Bissau,Friendly,1,2022,11,Draw
Hungary,Greece,Friendly,0,2022,11,Win
Israel,Cyprus,Friendly,0,2022,11,Loss
Luxembourg,Bulgaria,Friendly,0,2022,11,Draw
Malta,Republic of Ireland,Friendly,0,2022,11,Loss
Moldova,Romania,Friendly,0,2022,11,Loss
Niger,Gabon,Friendly,1,2022,11,Loss
North Macedonia,Azerbaijan,Friendly,0,2022,11,Loss
Norway,Finland,Friendly,0,2022,11,Draw
Oman,Belarus,Friendly,1,2022,11,Win
Slovakia,Chile,Friendly,0,2022,11,Draw
